"sampleID"	"longitude"	"latitude"	"test"	"region"	"population"
"HGDP00634"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00635"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00636"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00637"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00638"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00639"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00640"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00641"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00642"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00643"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00644"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00645"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00646"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00647"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00648"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00649"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00650"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00651"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00653"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00654"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00655"	155	-6	FALSE	"OCEANIA"	"Bougainville"
"HGDP00656"	155	-6	TRUE	"OCEANIA"	"Bougainville"
"HGDP00660"	155	-6	FALSE	"OCEANIA"	"Bougainville"
"HGDP00661"	155	-6	FALSE	"OCEANIA"	"Bougainville"
"HGDP00662"	155	-6	FALSE	"OCEANIA"	"Bougainville"
"HGDP00663"	155	-6	FALSE	"OCEANIA"	"Bougainville"
"HGDP00664"	155	-6	FALSE	"OCEANIA"	"Bougainville"
"HGDP00665"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP00666"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP00667"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP00668"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP00669"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP00670"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP00671"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP00672"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP00673"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP00674"	9	40	TRUE	"EUROPE"	"Sardinian"
"HGDP00675"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00676"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00677"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00678"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00679"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00680"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00682"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00683"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00684"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00685"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00686"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00687"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00688"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00689"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00690"	35	32	TRUE	"MIDDLE_EAST"	"Palestinian"
"HGDP00691"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00692"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00693"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00694"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00696"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00697"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00698"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00699"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00700"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00701"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00702"	-68	3	TRUE	"AMERICA"	"Colombian"
"HGDP00703"	-68	3	FALSE	"AMERICA"	"Colombian"
"HGDP00704"	-68	3	TRUE	"AMERICA"	"Colombian"
"HGDP00706"	-68	3	FALSE	"AMERICA"	"Colombian"
"HGDP00708"	-68	3	FALSE	"AMERICA"	"Colombian"
"HGDP00710"	-68	3	TRUE	"AMERICA"	"Colombian"
"HGDP00711"	105	12	FALSE	"EAST_ASIA"	"Cambodian"
"HGDP00712"	105	12	TRUE	"EAST_ASIA"	"Cambodian"
"HGDP00713"	105	12	FALSE	"EAST_ASIA"	"Cambodian"
"HGDP00714"	105	12	FALSE	"EAST_ASIA"	"Cambodian"
"HGDP00715"	105	12	FALSE	"EAST_ASIA"	"Cambodian"
"HGDP00716"	105	12	FALSE	"EAST_ASIA"	"Cambodian"
"HGDP00717"	105	12	TRUE	"EAST_ASIA"	"Cambodian"
"HGDP00719"	105	12	FALSE	"EAST_ASIA"	"Cambodian"
"HGDP00721"	105	12	TRUE	"EAST_ASIA"	"Cambodian"
"HGDP00722"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00723"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00724"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00725"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00726"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00727"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00729"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00730"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00731"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00732"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00733"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00734"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00735"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00736"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00737"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00738"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00739"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00740"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00741"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00744"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00745"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00746"	35	32	FALSE	"MIDDLE_EAST"	"Palestinian"
"HGDP00747"	139	37.5	TRUE	"EAST_ASIA"	"Japanese"
"HGDP00748"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00749"	139	37.5	TRUE	"EAST_ASIA"	"Japanese"
"HGDP00750"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00751"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00752"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00753"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00754"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00755"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00756"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00757"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00758"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00759"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00760"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00761"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00762"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00764"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00765"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00766"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00767"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00769"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00771"	139	37.5	TRUE	"EAST_ASIA"	"Japanese"
"HGDP00772"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00773"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00774"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00775"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00776"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00777"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00778"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00779"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00780"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00781"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00782"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00783"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00784"	114	32.3	TRUE	"EAST_ASIA"	"Han"
"HGDP00785"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00786"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00787"	155	-6	TRUE	"OCEANIA"	"Bougainville"
"HGDP00788"	155	-6	TRUE	"OCEANIA"	"Bougainville"
"HGDP00790"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00791"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00794"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00795"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00796"	-3	59	TRUE	"EUROPE"	"Orcadian"
"HGDP00797"	-3	59	TRUE	"EUROPE"	"Orcadian"
"HGDP00798"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00799"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00800"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00802"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00803"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00804"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00805"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00806"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00807"	-3	59	TRUE	"EUROPE"	"Orcadian"
"HGDP00808"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00810"	-3	59	FALSE	"EUROPE"	"Orcadian"
"HGDP00811"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00812"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00813"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00814"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00815"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00817"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00818"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00819"	114	32.3	TRUE	"EAST_ASIA"	"Han"
"HGDP00820"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00821"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00822"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00828"	139	37.5	FALSE	"EAST_ASIA"	"Japanese"
"HGDP00832"	-62	-11	TRUE	"AMERICA"	"Surui"
"HGDP00837"	-62	-11	FALSE	"AMERICA"	"Surui"
"HGDP00838"	-62	-11	FALSE	"AMERICA"	"Surui"
"HGDP00843"	-62	-11	FALSE	"AMERICA"	"Surui"
"HGDP00845"	-62	-11	TRUE	"AMERICA"	"Surui"
"HGDP00846"	-62	-11	FALSE	"AMERICA"	"Surui"
"HGDP00849"	-62	-11	TRUE	"AMERICA"	"Surui"
"HGDP00852"	-62	-11	FALSE	"AMERICA"	"Surui"
"HGDP00854"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00855"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00856"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00857"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00858"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00859"	-91	19	TRUE	"AMERICA"	"Maya"
"HGDP00860"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00861"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00862"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00863"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00864"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00865"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00868"	-91	19	TRUE	"AMERICA"	"Maya"
"HGDP00869"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00870"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00871"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00872"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00873"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00875"	-91	19	TRUE	"AMERICA"	"Maya"
"HGDP00876"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00877"	-91	19	FALSE	"AMERICA"	"Maya"
"HGDP00879"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00880"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00881"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00882"	40	61	TRUE	"EUROPE"	"Russian"
"HGDP00883"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00884"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00885"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00886"	40	61	TRUE	"EUROPE"	"Russian"
"HGDP00887"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00888"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00889"	40	61	TRUE	"EUROPE"	"Russian"
"HGDP00890"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00891"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00892"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00893"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00894"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00895"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00896"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00897"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00898"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00899"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00900"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00901"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00902"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00903"	40	61	FALSE	"EUROPE"	"Russian"
"HGDP00904"	-12	12	TRUE	"AFRICA"	"Mandenka"
"HGDP00905"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00906"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00907"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00908"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00909"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00910"	-12	12	TRUE	"AFRICA"	"Mandenka"
"HGDP00911"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00912"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00913"	-12	12	TRUE	"AFRICA"	"Mandenka"
"HGDP00914"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00915"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00917"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00918"	-12	12	FALSE	"AFRICA"	"Mandenka"
"HGDP00920"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00924"	5	8	TRUE	"AFRICA"	"Yoruba"
"HGDP00925"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00926"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00927"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00928"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00929"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00930"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00931"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00932"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00933"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00934"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00935"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00936"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00937"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00938"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00939"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00940"	5	8	TRUE	"AFRICA"	"Yoruba"
"HGDP00941"	5	8	TRUE	"AFRICA"	"Yoruba"
"HGDP00942"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00943"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00944"	5	8	FALSE	"AFRICA"	"Yoruba"
"HGDP00945"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00946"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00947"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00948"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00949"	129.5	63	TRUE	"EAST_ASIA"	"Yakut"
"HGDP00950"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00951"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00952"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00953"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00954"	129.5	63	TRUE	"EAST_ASIA"	"Yakut"
"HGDP00955"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00956"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00957"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00958"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00959"	129.5	63	TRUE	"EAST_ASIA"	"Yakut"
"HGDP00960"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00961"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00962"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00963"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00964"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00965"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00966"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00967"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00968"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00969"	129.5	63	FALSE	"EAST_ASIA"	"Yakut"
"HGDP00970"	-68	3	FALSE	"AMERICA"	"Colombian"
"HGDP00971"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00972"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00973"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00974"	114	32.3	TRUE	"EAST_ASIA"	"Han"
"HGDP00975"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00976"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00977"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP00982"	29	1	TRUE	"AFRICA"	"Mbuti"
"HGDP00984"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP00985"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00986"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00987"	20	-21	TRUE	"AFRICA"	"San"
"HGDP00991"	20	-21	TRUE	"AFRICA"	"San"
"HGDP00992"	20	-21	FALSE	"AFRICA"	"San"
"HGDP00993"	24.25	-25.6	TRUE	"AFRICA"	"BantuSouthAfrica"
"HGDP00994"	24.25	-25.6	FALSE	"AFRICA"	"BantuSouthAfrica"
"HGDP00995"	-63	-10	FALSE	"AMERICA"	"Karitiana"
"HGDP00998"	-63	-10	TRUE	"AMERICA"	"Karitiana"
"HGDP00999"	-63	-10	FALSE	"AMERICA"	"Karitiana"
"HGDP01001"	-63	-10	TRUE	"AMERICA"	"Karitiana"
"HGDP01009"	-63	-10	TRUE	"AMERICA"	"Karitiana"
"HGDP01010"	-63	-10	FALSE	"AMERICA"	"Karitiana"
"HGDP01012"	-63	-10	FALSE	"AMERICA"	"Karitiana"
"HGDP01013"	-63	-10	FALSE	"AMERICA"	"Karitiana"
"HGDP01014"	-63	-10	FALSE	"AMERICA"	"Karitiana"
"HGDP01015"	-63	-10	FALSE	"AMERICA"	"Karitiana"
"HGDP01018"	-63	-10	FALSE	"AMERICA"	"Karitiana"
"HGDP01019"	-63	-10	FALSE	"AMERICA"	"Karitiana"
"HGDP01021"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP01023"	114	32.3	FALSE	"EAST_ASIA"	"Han"
"HGDP01027"	155	-6	FALSE	"OCEANIA"	"Bougainville"
"HGDP01028"	24.25	-25.6	FALSE	"AFRICA"	"BantuSouthAfrica"
"HGDP01029"	20	-21	FALSE	"AFRICA"	"San"
"HGDP01030"	24.25	-25.6	TRUE	"AFRICA"	"BantuSouthAfrica"
"HGDP01031"	24.25	-25.6	FALSE	"AFRICA"	"BantuSouthAfrica"
"HGDP01032"	20	-21	TRUE	"AFRICA"	"San"
"HGDP01033"	24.25	-25.6	TRUE	"AFRICA"	"BantuSouthAfrica"
"HGDP01034"	24.25	-25.6	FALSE	"AFRICA"	"BantuSouthAfrica"
"HGDP01035"	24.25	-25.6	FALSE	"AFRICA"	"BantuSouthAfrica"
"HGDP01036"	20	-21	FALSE	"AFRICA"	"San"
"HGDP01037"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01041"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01043"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01044"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01047"	-108	29	TRUE	"AMERICA"	"Pima"
"HGDP01050"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01053"	-108	29	TRUE	"AMERICA"	"Pima"
"HGDP01055"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01056"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01057"	-108	29	TRUE	"AMERICA"	"Pima"
"HGDP01058"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01059"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01060"	-108	29	FALSE	"AMERICA"	"Pima"
"HGDP01062"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01063"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01064"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01065"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01066"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01067"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01068"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01069"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01070"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01071"	9	40	TRUE	"EUROPE"	"Sardinian"
"HGDP01072"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01073"	9	40	TRUE	"EUROPE"	"Sardinian"
"HGDP01074"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01075"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01076"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01077"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01078"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01079"	9	40	FALSE	"EUROPE"	"Sardinian"
"HGDP01081"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP01086"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP01090"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP01094"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP01095"	109	29	TRUE	"EAST_ASIA"	"Tujia"
"HGDP01096"	109	29	FALSE	"EAST_ASIA"	"Tujia"
"HGDP01098"	109	29	FALSE	"EAST_ASIA"	"Tujia"
"HGDP01099"	109	29	TRUE	"EAST_ASIA"	"Tujia"
"HGDP01100"	109	29	FALSE	"EAST_ASIA"	"Tujia"
"HGDP01101"	109	29	FALSE	"EAST_ASIA"	"Tujia"
"HGDP01102"	109	29	FALSE	"EAST_ASIA"	"Tujia"
"HGDP01103"	109	29	TRUE	"EAST_ASIA"	"Tujia"
"HGDP01104"	109	29	FALSE	"EAST_ASIA"	"Tujia"
"HGDP01149"	10	46	FALSE	"EUROPE"	"BergamoItalian"
"HGDP01151"	10	46	FALSE	"EUROPE"	"BergamoItalian"
"HGDP01152"	10	46	FALSE	"EUROPE"	"BergamoItalian"
"HGDP01153"	10	46	FALSE	"EUROPE"	"BergamoItalian"
"HGDP01155"	10	46	FALSE	"EUROPE"	"BergamoItalian"
"HGDP01156"	10	46	FALSE	"EUROPE"	"BergamoItalian"
"HGDP01157"	10	46	TRUE	"EUROPE"	"BergamoItalian"
"HGDP01161"	11	43	FALSE	"EUROPE"	"Tuscan"
"HGDP01162"	11	43	FALSE	"EUROPE"	"Tuscan"
"HGDP01163"	11	43	FALSE	"EUROPE"	"Tuscan"
"HGDP01164"	11	43	TRUE	"EUROPE"	"Tuscan"
"HGDP01166"	11	43	TRUE	"EUROPE"	"Tuscan"
"HGDP01167"	11	43	FALSE	"EUROPE"	"Tuscan"
"HGDP01168"	11	43	FALSE	"EUROPE"	"Tuscan"
"HGDP01169"	11	43	TRUE	"EUROPE"	"Tuscan"
"HGDP01171"	10	46	TRUE	"EUROPE"	"BergamoItalian"
"HGDP01172"	10	46	FALSE	"EUROPE"	"BergamoItalian"
"HGDP01173"	10	46	TRUE	"EUROPE"	"BergamoItalian"
"HGDP01174"	10	46	FALSE	"EUROPE"	"BergamoItalian"
"HGDP01177"	10	46	FALSE	"EUROPE"	"BergamoItalian"
"HGDP01179"	103	28	FALSE	"EAST_ASIA"	"Yi"
"HGDP01180"	103	28	FALSE	"EAST_ASIA"	"Yi"
